,title,content
760,华为云架构师,掌握网络/熟悉Windows/熟悉Linux常用命令/熟悉产品
761,初级开发工程师,熟悉JAVA开发语言/熟练使用eclips等开发工具/了解常用的开源框架/熟悉Oracle/熟练使用SQL语句
762,安卓工程师,熟悉Android系统框架/熟练根据需要进行相应改造/熟悉各种Android调试工具
763,Android开发工程师,熟悉Android/熟练使用/熟练使用/掌握Android
764,软件工程师,精通C语言
765,html5工程师,熟悉面向对象思想和编程/了解敏捷式开发
766,android工程师,了解4.熟悉Java设计模式
767,Java开发工程师,精通java基础/了解java8的特性/熟悉SSH/精通SpringMVC架构/了解Spring-Boot架构/熟练使用/熟练使用Redis/熟练使用/熟练使用/熟悉Tomcat等服务器软件/熟悉MySQL数据库
768,Flutter开发工程师,熟悉HTTP/熟悉IO
769,Web前端开发工程师,精通JavaScript/熟练使用各种jquery组件/熟练掌握AJAX
770,iOS开发工程师,熟悉Objective-C/熟练使用XCode/熟悉常用的数据结构
771,后台开发工程师,了解公司的相关情况和工作细节/熟练掌握
772,软件工程师助理,精通W/熟悉C/熟悉Socket编程
773,Web前端工程师,熟悉Jquery/熟悉Web前端/了解一种后端言语
774,网络安全工程师,熟悉TCP/熟练掌握网络相关设备的配置技术/了解络安全产品配置原理/精通计算机网络基础/掌握常见的安全类攻防手段/了解安全产品维护
775,Windows开发工程师,熟悉C/熟练windows编程
776,嵌入式软件工程师,精通C语言/熟悉基本操作/熟悉ST/熟悉步进电机/熟悉CAN总线/了解TCP
777,Java架构师,熟悉面向对象和设计模式/精通Java/掌握jvm基础知识/熟悉jvm
778,Java开发工程师,精通java/精通其原理/精通Oracle/熟悉Tomcat/熟悉分布式/熟悉java高级特性/熟悉SpringBoot
779,数据开发工程师,熟练使用SQL/熟练数据库/熟悉hadoop
780,Web前端开发工程师,熟练掌握Web前端技术CSS/熟悉页面架构和布局/熟练掌握一种Web前端框架/了解网站前后台技术点
781,PHP开发工程师,熟练掌握WqlServer数据库开发/熟悉sql/熟悉ERP
782,Web前端开发工程师,熟悉Vue/精通HTML5/熟练掌握scss/熟悉iview
783,信息系统运维工程师,熟悉ERP/熟练使用SQL语句
784,Docker工程师,熟练掌握/掌握copose文件编排/熟悉分布式框架/熟练掌握/熟练掌握
785,软件UI工程师,熟悉互联网/了解常用设计方法/熟练掌握
786,自控助理工程师,熟悉自动控制
787,Java工程师,熟悉主流关系型数据库/熟练操作MySQL数据库/熟练书写SQL语句/熟练使用服务器端开发框架/熟练使用Redis
788,ETL开发工程师,熟悉主流数据库/熟练运用SQL/熟悉数据仓库架构及原理/熟练编写存储过程/熟悉数据仓库建模理论/熟悉sql性能优化
789,图像算法工程师,精通至少一种主流的深度学习框架/熟练运用/熟练使用/熟悉嵌入式产品
790,需求工程师,掌握产品需求/掌握客户需求
791,OBIEE工程师,熟悉Oracle/熟悉主流的关系型数据库/熟悉Python/熟悉Linux操作系统
792,软件工程师,熟练掌握/熟练运用/熟悉SQL/熟练运用SQL语言/熟悉Web开发
793,Java开发工程师,熟悉JAVA/熟练使用Spring/熟练使用JavaScript
794,数据工程师,熟悉http协议/熟悉javascript/熟悉c/精通爬虫和反爬技术/精通http底层协议
795,嵌入式软件工程师,熟练掌握C/了解内核与用户空间通讯机制/掌握基本的使用方法
796,软件开发工程师,精通C++/熟悉HTTP
797,Java开发工程师,熟悉Spring/掌握Java相关的各种主流技术/熟悉J2EE规范/熟悉各种常用设计模式/熟悉Linux操作系统/熟练掌握Oracle/了解NoSQL数据库
798,大数据开发工程师,熟悉Java/了解财务知识更佳
799,软件测试工程师,熟悉测试理论/熟悉软件测试/熟悉Linux基本操作
800,PHP开发工程师,了解主流PHP框架/精通主流PHP框架/熟悉PHP/熟悉LINUX系统/熟悉shell编程/熟悉mysql/掌握mysql/熟悉nginx/了解常用模块以及配置调优/了解memcache/了解各自的优缺点以及使用场景
801,嵌入式算法工程师,熟悉C
802,前端开发工程师,熟悉页面架构和布局/熟悉jQuery/熟悉常见的开源图表库/熟练写出兼容各种浏览器的代码
803,java开发工程师,熟悉互联网行业/精通JAVA开发语言/精通Spring/熟练使用
804,数字化制造实施工程师,熟悉C#
805,ERP系统工程师,熟悉生产/熟悉ORACLE
806,单片机开发工程师,熟练使用/熟练使用Protel
807,软件开发工程师,熟悉Java/了解常用的图像处理算法/熟悉数据库相关知识/熟悉TCP
808,上位机软件工程师,熟悉MySQL/熟悉CA
809,PHP开发工程师,熟悉MySQL/熟悉JavaScript/精通PHP及MVC架构技术
810,研发实施工程师,熟悉Java语言/熟悉Linux操作系统
811,RPA开发工程师,熟悉常用数据结构及算法/熟悉常用的设计模式/熟练掌握
812,语音识别算法工程师,精通C++/了解国内外语音识别技术的发展状况/掌握常见设计模式
813,PHP开发工程师,掌握PHP语言/精通ThinkPHP框架/熟练应用/熟悉MySQL数据库/掌握HTML/熟悉微信
814,C#软件开发工程师,熟悉C++/熟悉MySQL
815,软件工程师,了解该领域当前热点和前沿技术/熟悉OpenCV/熟悉Python/熟悉TCP
816,系统架构师,熟悉分布式系统原理和设计/精通Java网络多线程并发编程/熟悉微服务的架构设计/熟悉Spring/熟悉Mysql/精通SQL/熟悉主流的开源框架
817,Java开发工程师,熟练掌握SSH/掌握HTML及JavaScript/熟练掌握Oracle/熟悉数据库日常开发的基本操作
818,HTML5前端开发工程师,熟练掌握ajax调用方法/掌握一种主流JavaScript框架/掌握响应式页面设计方法
819,java开发工程师,熟悉Linux系统/熟悉Web/熟悉TCP/熟练spring/熟悉GO语言
820,导航算法软件工程师,掌握Matlab仿真及C语言开发
821,共享组件研发工程师,精通J2EE体系结构/熟悉常用的Java开源框架/熟悉dubbo/熟练常用的前端开发框架
822,自动驾驶工程师,熟练掌握嵌入式开发和性能调优/熟悉Linux环境
823,Android驱动工程师,熟练掌握C
824,前端开发工程师,精通HTML/熟悉页面架构和布局/精通JavaScript/熟练运用/熟悉W3C标准/熟悉用户交互设计理论
825,PHP开发工程师,熟悉常用框架/熟悉MySQL数据库/熟悉NoSQL/熟悉Linux
826,数据分析师,掌握SPSS/了解Python语言
827,Python工程师,了解日常使用数据的需求/熟练使用
828,运维架构师,了解相关行业的机构组织架构/熟悉Java/熟悉高并发处理机制/熟悉网络架构
829,AI系统应用工程师,熟悉大数据
830,Linux运维工程师,熟悉linux操作系统的使用/熟悉VMware/熟悉一门/熟悉ORACLE数据库
831,软件工程师,熟悉ERP
832,PHP开发工程师,精通PHP/了解缓存的作用
833,iOS开发工程师,熟练运用反编译/熟悉Unity/熟悉IO/熟悉苹果上架流程
834,Node.js开发工程师,熟悉关系型数据库
835,Python开发工程师,精通python/熟悉flask或其他web框架/了解TCP/熟悉Mysql
836,后台运维工程师,熟悉Linux系统/熟悉SHELL/熟悉docker
837,Java开发工程师,精通Java语言/精通MySQL数据库/熟悉数据库优化/精通Spring/熟悉微信
838,后端开发工程师,精通Oracle/熟练掌握Spring/熟悉MVC设计模式/熟悉分布式缓存/掌握各类中间件使用/熟悉项目管理流程
839,HTML5开发工程师,熟练掌握HTML
840,安卓研发工程师,掌握Android/熟练掌握Linux系统/熟悉Android/掌握相关的技巧和方法/熟练掌握响应式编程框架
841,数据挖掘工程师,熟练使用scikit-learn
842,Java开发工程师,掌握乐刚平台产品的功能及使用/掌握乐刚平台的整个交易流程/了解产品说明书的需求/精通JAVA平台/熟悉J2EE/熟悉分布式系统基础设施中常用的技术/熟悉Linux操作系统/熟练使用HTML
843,Labview软件工程师,熟悉数据库
844,架构师,精通JavaEE技术/熟悉网络编程/熟悉分布式/熟悉大型数据库/熟练掌握SQL语句/熟悉Linux操作系统/熟悉lua
845,.net开发工程师,掌握.NETFramework4.5/熟练掌握SqlServer/了解Oracle/熟悉掌握.NET/掌握一种前端开发框架/熟悉RabbitMQ/熟悉Redis
846,.NET开发工程师,精通C#.NET开发/精通HTML/精通SQL/熟练使用SQL/熟悉Redis/熟练使用Oracle数据库/熟悉.NET平台/熟练使用C#/熟悉软件架构/掌握可重用/熟练使用SVN
847,.NET开发工程师,熟练掌握.net/熟悉SQLSERVER/熟悉Redis
848,大数据运维工程师,熟悉大数据/熟悉大数据/熟悉Linux系统
849,飞控软件工程师,精通C++/熟悉一种/熟悉一种/熟练使用
850,软件开发工程师,熟悉一门脚本语言/熟悉Python
851,linux驱动开发工程师,了解交换机路由器工作原理/精通嵌入式底层外设驱动开发与应用
852,上位机软件工程师,熟练使用C#/熟悉halcon
853,Java开发工程师,熟悉Java/掌握面向对象设计原则/熟练运用常见的设计模式/熟练使用Java/熟悉mysql/熟悉Redis
854,数据库工程师,了解Oracle数据库体系结构/熟悉LINUX/熟悉SQL编程/熟悉存储过程等编写/熟悉Linux/熟悉linux
855,APP开发工程师,精通HTML5/熟练使用/熟练掌握混合移动应用的开发过程/熟悉React/熟悉React.js或Vue.js/熟悉Android开发环境
856,.NET开发工程师,熟悉.NET框架/熟练掌握C#/熟悉常用设计模式/熟悉SQLSERVER
857,软件开发工程师,熟悉数据库编程/精通数据库应用/熟悉Web
858,系统架构师,精通关系数据库系统
859,大数据开发工程师,精通Hadoop生态及相关各种组件/熟悉Java开发语言/熟悉大数据/熟练使用
860,Web前端开发工程师,熟练掌握各种前端调试工具/掌握JS
861,软件工程师,掌握SVN使用
862,软件工程师,熟悉掌握C++或C#/熟悉各种总线协议和通讯接口
863,软件工程师,掌握C语言的程序开发
864,.net开发工程师,熟悉.NET/掌握HTTP/熟练运用至少一种热门关系数据库/精通ASP.NET
865,Java开发工程师,熟练使用Java语言开发Web应用/熟悉主流技术框架/熟悉数据库理论/熟练掌握主流数据库/熟悉HTML/熟悉Linux操作
866,资深软件开发工程师,精通.Net/精通C#语言/熟悉Html/掌握SQL
867,后端开发工程师,熟悉docker/熟悉redis/了解容器化主流技术和相关平台/了解微服务架构设计和实现方法
868,Oracle开发工程师,熟悉Oracle/了解Oracle/熟悉数据仓库各类建模理论/熟悉Oracle/掌握数据库
869,声学工程师,熟练使用一种以上噪声分析软件
870,上位机软件开发工程师,熟练掌握windows底层驱动开发
871,脚本测试工程师,熟悉Linux常用命令/熟悉Java/熟练使用/了解容器技术/了解其他自动化相关工具更佳
872,iOS开发工程师,熟悉常用设计模式/熟悉各种网络协议原理及相关知识
873,PHP开发工程师,掌握常用设计模式/熟悉PHP性能优化/熟悉MySQL数据库应用开发/熟悉LNMP/熟悉微信
874,系统架构师,熟悉主流开源应用框架/熟悉Oracle/熟悉高并发
875,软件设计师,熟悉基本数据结构/熟练使用VS/了解Linux
876,前端开发工程师,精通JavaScript/熟练使用HTML5
877,飞控算法工程师,了解及技术运用研究/精通C/熟悉MATLAB
878,Android开发工程师,熟练掌握Java/熟悉Android
879,前端开发工程师,熟悉Web/掌握1到2种业界常用框架/掌握至少一门常见静态编译语言
880,软件工程师,精通Web程序开发/熟悉Html/精通JAVA语言/熟悉Struts/精通Oracle/熟练编写较复杂的SQL语句
881,算法工程师,精通数字图像处理/熟悉matlab/熟练使用Python
882,Java开发工程师,熟悉Java/熟练掌握HTML/熟练使用正则表达式/熟悉MySQL/熟悉SQL语言/熟悉反爬虫技术/了解反爬机制/熟悉应用服务器/熟悉Tomcat/熟悉ssh
883,Java软件开发工程师,熟练掌握Java编程语言/掌握MySQL数据库SQL语言/熟悉存储过程/熟悉页面展现技术/掌握一种JS框架/掌握Linux运维技术/熟悉Shell脚本
884,软件开发工程师,熟练掌握Spring/熟悉MySQL/熟练掌握HTML5/熟悉Hadoop/熟练掌握Linux相关命令
885,软件工程师,精通编程/精通面向对象编程/精通Oracle
886,后台开发工程师,精通java开发语言/熟练掌握jvm/熟练使用
887,算法工程师\机器学习,精通自然语言处理相关领域的知识与技能/熟悉人工智能/精通python/熟悉至少一种深度学习训练工具
888,需求工程师,熟练使用Axure/了解不同年龄层用户的特征/了解用户体验背后代表的意义
889,Python开发工程师,熟悉web/熟悉HTML5/熟练使用Python等编码技术/熟悉opencv/熟练掌握/熟悉MVC架构/掌握MySQL/熟悉Linux操作系统/熟悉Apache
890,系统集成工程师,精通Linux/熟悉Oracle
891,运维工程师,熟悉阿里云/熟练Linux系统/熟悉Linux系统/熟悉SVN/熟练编写shell脚本
892,软件实施工程师,熟练使用SQL/熟练使用SQL语言/熟练掌握JAVA/了解HIS业务流程/掌握医院信息化产品及发展方向/熟练掌握计算机硬件和网络基础知识
893,虚拟化工程师,熟悉常用数据库
894,嵌入式软件工程师,熟悉SPI/熟练使用STM32系列/熟练使用C语言/熟练运用
895,物联网开发工程师,掌握Java开发/熟悉应用层协议
896,.Net开发工程师,精通使用ASP.NET/精通Web/精通SQL/熟练应用SQL语言/熟练掌握Html/熟悉软件工程规范
897,Web前端开发工程师,熟悉HTML5/精通Java/熟练使用react/熟练使用less或sass/熟悉w3c标准
898,系统开发工程师,精通C#
899,Java开发工程师,熟练掌握系统开发语言JAVA
900,前端开发工程师,熟悉Web开发/掌握面向对象编程思想/精通各浏览器兼容性
901,Java开发工程师,精通Java开发语言/精通SpringMVC/熟悉数据库开发/熟悉Linux
902,数据分析师,熟练操作/熟练使用
903,Java前端开发工程师,精通HTML5/熟悉Nodejs/熟练使用
904,Web前端开发工程师,熟练掌握/掌握浏览器兼容性/精通JQuery框架/了解Web标准/熟悉响应式设计
905,Android开发工程师,熟悉Android/熟悉开发文档的编写
906,软件研发工程师,熟练使用C#/熟悉SQLServer/熟悉SQL语句
907,美术设计师,熟练掌握使用PPT及各种制图软件
908,机械臂算法工程师,精通C/熟练阅读英文文献
909,Linux系统工程师,精通Linux/熟悉Linux开发环境/精通C++
910,大数据分析工程师,熟练使用Hadoop/熟悉docker/熟悉Kafka/熟悉Linux操作系统/熟悉MySQL数据库/熟练掌握sql
911,视觉工程师,掌握C++语言及Win32编程
912,结构工程师,了解产品设计流程和制造加工流程/熟练操作
913,IT开发工程师,熟悉面向对象编程/熟悉C#语言/熟悉SQL/熟练使用
914,小学段编程教研老师,熟悉JAVA
915,iOS开发工程师,熟练使用Objective-C/熟练掌握/熟悉Web/熟悉Web/了解HTML5/熟练掌握/熟悉git
916,数据分析师,熟练使用/熟练使用SQL
